IncidentID,Text,Class
0,nine one but if that if that then I can quicker quarter poured them about it it took thirty reporter for the governor okay but it doesn't help that apartment what is your name Alec Gallup poll what what's going on apparently shot yet bucket artwork but all you had to shut who who lined up at the plant that you it's important thing right now blue room at home cats a parrot at me I'll pay it and help at the pleading yeah no nnova ,High
0,my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you've seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn't of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole ,High
0,I %HESITATION nine one one one if you're using I have a great job losers I got shot McCoy of future deployment you don't bring me on these are what's your address through the web log online or the end of the last songs lyrics because I am getting medical on the line all along logo I mean I don't think that's an emergency monetary religious rants where we're at the last stop on highway ninety three a male subjects been shot in the head well Jeremy I'm a Christian and it also lashed out you couldn't well paying for fifty three ,High
0,hello I am not there apparently he got over his break and I think he did I need someone here now of a hickory thing no he angered bombing couldn't be further south Carolinian could just cut it out he said I can't I been doing CPR for the past twenty minutes she and coming back what character amid yeah called Cambridge glared at the complex source of the article and once I'm just making sure I called the ambulance my neighbors okay we don't have a call on it is that you have been doing CPR yeah get going down here right now were killed there they're on their way okay because I think my neighbor did it affect the other the other ,High
0,Trinity lineman orange crush and merge into a cry of murder in the art of war and upload soon and one sixty seven %HESITATION I got a ride from someone %HESITATION to what he'd for full I think my sandals I thirty five Charles slowly because they were trying to kill me prop one sixteen Saturdays somebody's looking now they trying to kill you now smelled like I did I can remember another vendor fall mainstays regularly let come out literature where you and plug it in and it was room one sixty seven years what's your name you are you are you know very from nineteen then are you going to be at this address I am yes okay will be announced over the other focus thinking my size the common three nine one was your merger is not yours aren't what they want peregrine's ordnance cleanup ,High
0,and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband's case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he's attractive expanding Medicaid away he'd go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy ,High
0,I am a mom but Erica Kane hello omitted the booklet perhaps they had gone they call but they did the unemployed it loud and my uncle Edward let nobody are out I mean levy okay are you home alone you know I'm like my uncle okay what that kill people all I thought who them but I think it might be a lot of email now our mail with a white black or Hispanic black okay and if they really want but on a vehicle I I don't know they told me to be on the floor okay Honda back in the play okay and the funny okay if anyone hurt you know okay okay who when you're on ,High
0,I wanna thank you cry when I hear American pay I think just exploded at the end the fab four it here in the but fire okay the error the pickup bearing the big boom that kept the house phenomenon Elliott okay I could do you think about what I do know at the end of Eliot wrote though Elliot and I could feel it from Pelliot a lot more calm then because there thank you thank you one attack apart of whatever I think good in their plane crash okay where do you think it was %HESITATION I immobilized by can feel it wrote a modern art at the moment neighborhood but near him them ,High
0,Sam along with the emergency aid there to heighten Boulevard at that %HESITATION kind it circled fire years of science what actress man a five zero I was over at the clock which can include Colombey ask if you all don't mind that it was on fire Sir Howard stringer Ross Oberhausen earnings in town auctions this in Staten Island one and it was he says that in between no one if you can stand lane and that is what he takes highland Boulevard make your way around single board member right on Columbia again ma'am are you sure that built the number is eight five zero just my parents encouraged near that's in schools that go past schools all around make a ranching report Iran at Columbia between ,High
0,yeah hi a little airplane a little about what engine airplane took off from the airport at eighty third street and crashed into we are ex of March but your center tightly shut export that men are better equipped okay worker can I make it better Nike heatedly coming out of it quite we're walking on the trail fingerprint we just saw crash into the building okay well I'm not gonna get help out okay okay I will but you're you you witness that you witnessed it right yeah because actually in for the building it went into the hall west corner of the building the actual building actual building the export but with luck lane Bryant Gregor amid Naperville erode date airport in Europe ballplayer crash into a building how are ,High
0,I have mmhm national or getting hurt try okay we I mean you know you didn't hear you screaming can you calm down and tell me what's going on I I mean you know and we know that you can only fire engines IBM and you instantly greening stop screaming here what is going on there I mean well you really you know it is important to take care remain well if you need medical it ,High
0,nine one one may it please help me out out alright Gary well not only did it take her to a military power add to my daughter dated nine hundred they're looking for me that doesn't know a good thing murdered eight nine never north at six hundred eight tell me what happened tell me what happened Gordon will walk over to our man in the tear pope well on the downward toward the god got locked out by the Dow abilities leaders of our yes Sir I need you I need you to I need you to stay on the line with me there do not hang up the flying understand yes I hold on yet learned to tolerate yes Sir I am hearing all gone oh my god are you by yourself no no where's the other people out there the other three are here that I'll carry it to the Gaza dated ,High
0,I have now adorned with very good emergency once you come under more look on in shock luckily never five airport road you know because Georgia hokkoku did it Sir I don't know unknown gunman got a shotgun and then shot he could've been shot upgrade allow American airline ago you come online I love okay what's your name Parkin moving in and you focused on the lower left right there goes the blueprint veteran and I hello and that he's got that many brokers the only problem with it I don't know which shall be in shock I'm in shock liquid because someone ,High
0,half of okay and I'm among the data could emergency yes ma'am are you on fighters shot my daughter so we're going through it we split almost that feeling when you see it here alerts you like well let me address the chat there forty five fifteen north west twenty five non spiritual everyone looked at you can get it done it yeah NTIA because I'm gonna be out there all day and then when you get here off to Moscow and then we figure out what kind of gun it is although this time by the way here nouns only then this spring yeah here that's all we got all the cute ,High
0,yeah America think yeah where they're part of the update don I live it tool one right wing quite cute little beach and %HESITATION my neighborhood outdoor then we went down to it may help a lot that it is but brand got out there building ten forty two department never %HESITATION building ten forty eight dot two or one pressure call we I know quite what the right now doing a carrot top Jimmy played never ever do you ,High
0,it really you know you know keep thinking that thinking that you think they were they what right and I am happy that I was you know what go you know what you know what yeah ,High
0,people she WNED screen we still have yeah I'm still here which like go Robert Goddard but it didn't stop Olympic club where the weather they said that if people want me over ,High
0,paramedical funny nine one one ceasefire medical it's somebody that has done that somebody got shot at yeah paint and powder mountain there I'm intentionally imperfect using only got severely hurt some of our past so I think you know pumping they're shooting at someone yeah and whenever whenever I said that as a family hitting him and where right now I'm here Piper but we can't keep track okay I'm are you getting started I think you have to tell me what's going on or middle road yes it okay listed next using %HESITATION pretty yeah don't let your eyes ,High
0,calls started on Saturday January eighteenth twenty fourteen zero hours twenty two minutes fifty three seconds and I went on emergency yeah let go Broadway because the grown up on Khan okay Bronwyn point are you guys in the building somewhere on the sidewalk where bodies out I everybody out anybody have weapons do we know how to an unconscious got all day there was guys and girls getting okay let me get okay limits but the paramedics came undone don't hang up okay is hello I am I'm gonna get paramedic then and I have more questions for you okay reading he just took a deep Oklahoma hi guys thirty when he was gonna be written into a fight with them broadly it undoubtedly sign there was a female that was unconscious they get several people were hitting her ,High
0,are firemen a Seattle what city are you in they operate you know what the hell is this a house cause application errors what's going on instinct of what's going on the bedroom is on fire who's going to okay were on the way just calm down is anybody up stairs I don't know I can't turn down if you can't get down no okay anybody else in the house now you know but I don't know where they're at right now okay and I don't think they do you I think if he thought I said I think the seven company I had the room you're in is it on fire now if he underwent a house have a baby if you cannot you called in it down anyway at all crime outside on the deck outside on the deck okay can you are putting like you are missing out there any Calgary thing mature to shut the door ,High
0,partner may twentieth this merger placed his or her usual disaffected or care managers first met now but for now we will happen you know now number what is the problem you know exactly what happened with ours is rapidly we yeah what what happened why are you calling because he had a heart attack disappeared why should not we didn't come out with a competitive female are what is this person he's and he said he would not appreciate that talking fifty eight now you're doing CPR the religious right now I am not dreaming it all with their medications he complained to Greenspan officials cannot claim him ma'am he's drunk or anything hasn't really changed issue breathing buttons are she's not breathing historical collections around her mouth returned six lot owners talking so she's not breathing at all who's who comes along pace but I wanna know she's breathing ,High
0,probably Hollinger %HESITATION you I'm here on the clock it was a bull Barbara was a ball of our work patient here's a guy with a pistol it out slowly like point and everybody can we getting out of the park it was a cool gal question but what Barbara was full of our trip back replication thank you picking NPI you happy about it I'm gonna quite straight at all in the park could yeah yeah can lower than that are at your party break or burn sugar it didn't look like yeah and what we are that ,High
0,I wouldn't want linkage appear merging fake thing hello yeah not bad well what the Hadrat I do not have got killed eleven twenty three you geometer IV hidden resident yeah where the emergency that you know who won who okay hello hello what happened Clinton now more clearly the way to do that let me put it burned waterproof ,High
0,is quit whining about some firewood emergency yeah a lot harder not green okay what's your address it's not working okay well you could be what what the street corporate no just a few more questions I can tell you what to do with the question going to help me to help you are you with her right now yeah alone among how old is she two more it's too much to show a not using the word him but if she if she catches can you wake her up I'm trouble would grow certain unmarried don't take issue grieving I'm almost over Hart told how given order I didn't hurt you don't hang up okay all we got help on the way for a hurricane you said you don't think she's breathing no with parent kernel code okay if you're right there with her you listen carefully you need the way the baby land on her back on the floor and remove any pillows okay along but we know ,High
0,I nine one one yeah from the someone once the seems what is your emergency but I don't know they would come down here that okay athletic ability emergency so what is your emergency now that I don't waste your time and what is your reporter version there it goes well you know those shots fire department of six to three she forgave revenue okay okay and the one that got shot worse yet but was father you know materialism performed well okay limiter ,High
0,Monday ten seventeen two thousand eleven at ten fifty five AM sure it from an authentic but couldn't be okay yeah I think so I think it was a good luck with that I've heard that he can't up but it could give the people in the car with him okay ma'am are you island but it will get out there and do it crap I don't know which way I don't I don't know twenty Belle Eric impact builder drive on but no one coming up or later I okay and what kind of car you want at all not at all what color is it bring back bring probably gonna know them well my pedometer that working out but book or quit it looked at twenty miles an hour between twenty and twenty five an upcoming book red light again ,High
0,but remarkably reported what can I just ask assuring our third out now and knickers third and knickers twenty minutes delivers are very fragmented color W. north that we have the west %HESITATION governor while they're doubling last thirty seconds ago who had a gun with a male or female arnelle and are I already do it anymore Leo earlier shooting that just occurred at a third Avenue west and west Nickerson street crawler says thirty seconds ago they want you to go to the gods who knows how many Saskatchewan highway I believe with nobody to yeah yeah give parents alignment and alignment and what were like what anally project with second later on the brown online n't retirement that ,High
0,upon my nine one one and get that your regular thing I got where portrait of one thinking and Kelly wrote one we took our plane go down where the court at one nineteen and got their want right there are you know quite young okay what got here because I'm lame what direction I'm thinking about right now the club field it's in the south healed on that intersection did you get the deal he need not we've got to go but we don't think locker claimed yet and if they go down okay what's your name we're not can I get a phone number plate what kind of playing what did you think I look at the white what kind of player that used to ,High
0,I'm calling the Pat patriot on one what is the location of your machine eleven all nine when you shooting I pushed out and then the cackling me okay he entered it clearly Downey hurt bad eleven node Alameda but let me know nine Alameda your name when Edwin waters you you are I can't help I'm sorry I can't hear you put the but you're calling %HESITATION nine seven zero two zero nine and we've heard you have the ,High
2,I don't want archbishop Martin say farmers Fiona ntfc with early now time if if if we are poor on Lou songs he and %HESITATION on Tom Hans Sahm colored she's allowed to many and they give me a hard time alone if you stop by John illicit sex Islamic lands well only one if you don here are calling nine one one because you don't like the way that they're making their Sam one other quick so that all don't buy it nduja block so it's locked away don't buy it if they don't want to make it is what you want supermarket he will make you pull me again physical that you know so I'm out of one of Saddam delight way you know again the hard times ,Low
2,but one that carpet put it was determined that it is imperative twenty %HESITATION childhood then left on my doorstep I can it's not %HESITATION you know all yeah nbatickets paper it's a baby yeah did you find him I just went out to test the temperature outside Detroit one and and that was it with the trial NMO the please take good care of the child ,Low
2,well my mom one day the police fire and ambulance probably where up the polite Bonneval com Delaware but gone on there I %HESITATION pick pick pick the login for them by the way that they could have been a kick them again that's why Paul I wanna com like Babbitt if people in my lap it may help let me go because because everybody I admit but they have a and I thought that if you have another day if you participate in a memo that either slap happy popping no manager there right now purity book with the manager on the level that you talk about hit it hit with parliament are popping but you don't have all the mail I want I want you to like it apple can happen probably go that battle advocate pilotless planes and you think you can do that but what would you feel if ,Low
